month,day,names
5,25,Uršuľa
5,26,Letícia
5,27,Vilhelm;Viliam
5,28,Vilhelm;Viliam
5,29,Demitrius;Demeter
5,30,Vanesa
5,31,Iveta;Vilma
6,1,Žaneta
6,2,Xénia
6,3,Karolína;Kevin
6,4,Lenka
6,5,Laura
6,6,Norbert
6,7,Robert;Roberta
6,8,Medard
6,9,Stanislava;Stanislav
6,10,Margaréta
6,11,Dobroslava
6,12,Zlatko;Zlata
6,13,Anton;Antonia
6,14,Vasil
6,15,Vít
6,16,Blanka;Bianka
6,17,Adolf
6,18,Vratislav;Vratislava
6,19,Alfréd
6,20,Valéria
6,21,Alojz;Alojzia
6,22,Pavol;Paulína
6,23,Sidónia
6,24,Ján
6,25,Olívia;Timotea
6,26,Adriana
6,27,Ladislav;Ladislava
6,28,Beáta
6,29,Peter;Petra
6,30,Pavol;Pavla
7,1,Diana
7,2,Patrik;Patrícia
7,3,Olga
7,4,Prokop
7,5,Cyril;Metod
7,6,Patrik;Patrícia
7,7,Oliver
7,8,Ivan
7,9,Lina
7,10,Amália;Amál
7,11,Kamil
7,12,Božena
7,13,Pavol
7,14,Jakub
7,15,Bohumil;Bohumila
7,16,Drahomír
7,17,Bogumił;Bohumil
7,18,Kamila
7,19,Dušan;Dušana
7,20,Iľja;Eliáš
7,21,Daniel;Daniela
7,22,Magdaléna;Magda
7,23,Oľga
7,24,Vladimír;Vladimíra
7,25,Jakub;Jakubína
7,26,Anna;Hana
7,27,Božena
7,28,Krištof
7,29,Marta
7,30,Libor;Libora
7,31,Ignác
8,1,Božidara;Božidar
8,2,Peter;Petra
8,3,Jerguš
8,4,Dominik;Dominika
8,5,Hortenzia
8,6,Snežana
8,7,Kazimír
8,8,Mojmír;Mojmíra
8,9,Severín
8,10,Vavrinec
8,11,Zlatica
8,12,Eduard;Eduarda
8,13,Ľubomír;Ľubomíra
8,14,Mojmír
8,15,Marcela
8,16,Tichomír
8,17,Hyacint
8,18,Helena;Jelena
8,19,Lýdia
8,20,Anabela
8,21,Jana;Johana
8,22,Tichomil
8,23,Filip;Vlasta
8,24,Bartolomej
8,25,Ľudovít;Ľudovíta
8,26,Samuel
8,27,Ruth
8,28,Silvia
8,29,Nikola;Nikolas
8,30,Beáta
8,31,Róbert;Róberta
9,1,Diana;Dino
9,2,Marína
9,3,Oleg
9,4,Bystrík
9,5,Boris
9,6,Božena
9,7,Marko
9,8,Adriána
9,9,Marta
9,10,Oleg
9,11,Bystrík
9,12,Mária
9,13,Lubor;Ľubor
9,14,Regina
9,15,Lívia
9,16,Ludmila;Ľudmila
9,17,Olympia
9,18,Eugenia;Eugénia
9,19,Konštantín;Konštancia
9,20,Ľuboslav;Ľuboslava
9,21,Matúš
9,22,Móric
9,23,Zdenka
9,24,Ľuboš;Ľubomír
9,25,Vladislav;Vladislava
9,26,Edita
9,27,Cyprián
9,28,Václav;Vaceslav
9,29,Michal;Michaela
9,30,Jarolím
10,1,Arnold
10,2,Levoslav
10,3,Stela
10,4,František;Františka
10,5,Viera
10,6,Natália
10,7,Eliška
10,8,Brigita
10,9,Dionýz
10,10,Slavomír;Slavomíra
10,11,Agáta
10,12,Sergej
10,13,Aurel
10,14,Aurel
10,15,Terezia
10,16,Vladimír
10,17,Hedviga
10,18,Lukáš
10,19,Alexander;Alexandra
10,20,Vendelín
10,21,Ursula
10,22,Sergej
10,23,Alojzia
10,24,Kristián
10,25,Sabína
10,26,Dobromila
10,27,Aurelia
10,28,Simon;Simona
10,29,Aurelia
10,30,Honora
10,31,Stýlica
11,1,Pamfili
11,2,Bohumil;Bohumila
11,3,Hubert
11,4,Karol;Karla
11,5,Imrich
11,6,Renáta
11,7,Naďa;Renáta
11,8,Bohumír
11,9,Teodor
11,10,Tibor
11,11,Martin;Martina
11,12,Svatoslav
11,13,Stanislav;Stanislava
11,14,Irma
11,15,Leopold
11,16,Agnesa
11,17,Klaudia
11,18,Eugen
11,19,Alžbeta
11,20,Félix
11,21,Elvíra
11,22,Cecília
11,23,Klement
11,24,Emília
11,25,Katarína
11,26,Kornel
11,27,Milan
11,28,Henrich
11,29,Vratko
11,30,Ondrej;Andrej
12,1,Edmund
12,2,Bibiána
12,3,Oldrich;Oldřiška
12,4,Barbora
12,5,Oto
12,6,Mikuláš
12,7,Ambróz
12,8,Marína
12,9,Izabela
12,10,Hilda
12,11,Valéria
12,12,Ottília
12,13,Lucia
12,14,Branislava;Bronislava
12,15,Sláva;Slávka
12,16,Albína
12,17,Kornélia
12,18,Slavomira
12,19,Ester
12,20,Róbert
12,21,Brigita
12,22,Bohumila
12,23,Beáta
12,24,Adam;Eva
12,25,Božena
12,26,Štefan
12,27,Žaneta
12,28,Bohumila
12,29,Judita
12,30,Dávid
12,31,Silvester
